date,name,simulation,toning,monochromatic wc,monochromatic mg,grain strength,grain size,color chrome effect,color chrome effect blue,wb,wb shift red,wb shift blue,dynamic range,highlight,shadow,color,sharpness,noise reduction,clarity,iso,exposure compensation,link
2021-05-13,Fujicolor C200,classic negative,0,0,0,weak,large,weak,off,daylight,0,-3,dr400,0.5,-0.5,2,-3,-4,-3,160 to 6400,0 to +2/3,https://fujixweekly.com/2021/05/13/fujifilm-x-trans-iv-film-simulation-recipe-fujicolor-c200/
2021-05-09,Fujicolor Negative,classic negative,0,0,0,strong,small,off,off,auto,-1,-6,dr400,-2.0,3.0,-4,-2,-4,-3,160 to 6400,+2/3 to +1,https://fujixweekly.com/2021/05/09/fujifilm-x100v-x-trans-iv-film-simulation-recipe-fujicolor-negative/
2021-05-03,Xpro '62,classic negative,0,0,0,strong,large,strong,strong,auto,-3,-9,dr400,3.0,0.0,4,-4,-4,-4,160 to 6400,0 to +1/3,https://fujixweekly.com/2021/05/03/fujifilm-x100v-x-trans-iv-film-simulation-recipe-xpro-62/
2021-05-02,Chrome Bypass,pro neg. std,0,0,0,strong,small or large,off,off,auto,2,-5,dr200,3.0,4.0,-4,-1,-4,0,160 to 6400,0 to +2/3,https://fujixweekly.com/2021/05/02/fujifilm-x-trans-iii-x-t30-x-t3-film-simulation-recipe-chrome-bypass/
2021-04-27,Eterna v2,eterna,0,0,0,strong,small,strong,strong,auto white priority,0,0,dr400,3.0,2.0,3,0,-4,-3,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2021/04/27/fujifilm-x-trans-iv-film-simulation-recipe-eterna-v2/
2021-04-26,Ektachrome 320T,eterna bleach bypass,0,0,0,strong,small,strong,strong,auto ambience priority,-6,-5,dr400,1.0,-2.0,4,0,-4,-3,160 to 6400,0 to +2/3,https://fujixweekly.com/2021/04/26/fujifilm-x-e4-film-simulation-recipe-ektachrome-320t/
2021-04-21,Vintage Vibes,classic negative,0,0,0,strong,small,strong,weak,5200k,1,-6,dr400,0.0,-2.0,2,-2,-4,-2,160 to 6400,+1/3 to +1,https://fujixweekly.com/2021/04/21/fujifilm-x-trans-iv-film-simulation-recipe-vintage-vibes/
2021-04-11,LomoChrome Metropolis,eterna bleach bypass,0,0,0,strong,small,strong,strong,auto white priority,1,-7,dr200,1.0,2.5,-2,-1,-4,4,160 to 6400,+1/3 to +1,https://fujixweekly.com/2021/04/11/fujifilm-x-trans-iv-film-simulation-recipe-lomochrome-metropolis/
2021-04-05,Kodachrome II,classic chrome,0,0,0,weak,small,strong,weak,auto,3,-4,dr200,1.0,2.0,1,1,-4,-2,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2021/04/05/two-fujifilm-x-trans-iv-film-simulation-recipes-kodachrome-ii/
2021-04-05,Kodachrome II V2,classic chrome,0,0,0,weak,small,strong,weak,auto white priority,3,-5,dr200,1.0,1.5,1,1,-4,-2,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2021/04/05/two-fujifilm-x-trans-iv-film-simulation-recipes-kodachrome-ii/
2021-02-23,Creamy Color,classic negative,0,0,0,strong,large,strong,strong,8700k,4,6,dr400,4.0,4.0,-4,-4,-4,-5,160 to 6400,+1/3,https://fujixweekly.com/2021/02/23/fujifilm-x-trans-iv-film-simulation-recipe-creamy-color/
2021-02-22,Faded Negative,classic negative,0,0,0,weak,large,strong,strong,auto,4,-6,dr400,3.0,4.0,-2,-2,-4,0,160 to 6400,"+2/3 to +1 1/3 for the 1st exposure, 0 to +1/3 for the 2nd exposure",https://fujixweekly.com/2021/02/22/fujifilm-x100v-film-simulation-recipe-faded-negative/
2021-02-16,Velvia v2,velvia,0,0,0,weak,small or large,strong,off,auto,0,0,dr200,-1.0,-1.0,4,0,-4,0,160 to 6400,+1/3 to +1,https://fujixweekly.com/2021/02/16/fujifilm-x-t30-x-trans-iv-film-simulation-recipe-velvia-v2/
2021-02-07,Nostalgic Negative,classic chrome,0,0,0,weak,large,strong,strong,auto,3,-5,dr200,-1.0,0.0,4,0,-4,-5,160 to 6400,+1/3 to +1,https://fujixweekly.com/2021/02/07/new-nostalgic-negative-film-simulation-x-trans-iv-nostalgic-negative-recipe/
2021-01-27,Amanda's Classic Negative,classic negative,0,0,0,weak,small,strong,weak,auto,0,0,dr200,1.0,1.5,3,1,-4,0,160 to 6400,+1/3 to +1,https://fujixweekly.com/2021/01/27/snow-fun-with-fujifilm-x-t4-fujinon-90mm-new-film-simulation-recipe-amandas-classic-negative/
2021-01-24,Ilford Ortho Plus 80,monochrome+g,0,1,0,weak,small,strong,off,7000k,-5,0,dr400,2.0,3.0,0,2,-4,-2,160 to 6400,+1/3 to +1,https://fujixweekly.com/2021/01/24/fujifilm-x100v-film-simulation-recipe-ilford-ortho-plus-80/
2021-01-11,Classic Monochrome,monochrome,0,1,0,weak,small,strong,strong,auto,0,0,dr100,4.0,2.0,0,1,-4,4,160 to 12800,-1/3 to +1/3,https://fujixweekly.com/2021/01/11/fujifilm-x100v-film-simulation-recipe-classic-monochrome/
2021-01-04,Color Negative 400,classic negative,0,0,0,weak,large,weak,weak,auto,-2,-4,dr400,0.0,4.0,4,0,-4,-5,160 to 6400,+1/3 to +1,https://fujixweekly.com/2021/01/04/fujifilm-x100v-film-simulation-recipe-color-negative-400/
2020-12-30,Kodak Portra 400 v2,classic chrome,0,0,0,strong,small,strong,weak,5200k,1,-6,dr400,0.0,-2.0,2,-2,-4,-2,160 to 6400,+1/3 to +1,https://fujixweekly.com/2020/12/30/fujifilm-x100v-film-simulation-recipe-kodak-portra-400-v2/
2020-12-07,Superia Premium 400,classic negative,0,0,0,strong,small,strong,weak,4700k,4,-3,dr200,-2.0,0.0,4,-1,-4,-2,160 to 6400,+2/3 to +1,https://fujixweekly.com/2020/12/07/fujifilm-x100v-film-simulation-recipe-superia-premium-400/
2020-11-10,Superia Xtra 400,classic negative,0,0,0,strong,small,off,strong,auto,3,-5,dr400,0.0,-1.0,4,-1,-4,-2,160 to 6400,0 to +1,https://fujixweekly.com/2020/11/10/fujifilm-x100v-film-simulation-recipe-superia-xtra-400/
2020-11-03,Kodak Portra 800,classic chrome,0,0,0,strong,large,strong,weak,5200k,1,-5,dr400,1.0,0.0,3,-2,-4,-4,160 to 6400,+1/3 to +1,https://fujixweekly.com/2020/11/03/fujifilm-x100v-film-simulation-recipe-kodak-portra-800/
2020-10-06,CineStill 800T,eterna,0,0,0,strong,large,strong,strong,fluorescent 3,-6,-4,dr400,0.0,2.0,4,-3,-4,-5,160 to 6400,-1/3 to +2/3,https://fujixweekly.com/2020/10/06/fujifilm-x100v-film-simulation-recipe-cinestill-800t/
2020-10-05,B&W Superia,acros,0,2,0,weak,large,strong,strong,auto,0,0,dr400,0.0,2.0,0,-1,-4,-4,160 to 12800,+1/3 to +2/3,https://fujixweekly.com/2020/10/05/fujifilm-x100v-film-simulation-recipe-bw-superia/
2020-09-30,Nature Neon,classic chrome,0,0,0,weak,small,weak,weak,fluorescent 1,2,-5,dr400,0.0,2.0,3,-2,-4,-4,160 to 6400,+1/3 to +1,https://fujixweekly.com/2020/09/30/fujifilm-x100v-film-simulation-recipe-nature-neon/
2020-09-28,Agfa Vista 100,classic negative,0,0,0,strong,small,weak,weak,5600k,-4,-5,dr200,1.0,-2.0,2,0,-4,3,160 to 6400,0 to +2/3,https://fujixweekly.com/2020/09/28/fujifilm-x100v-film-simulation-recipe-agfa-vista-100/
2020-09-14,Kodachrome 1,classic chrome,0,0,0,strong,small,strong,weak,auto,2,-4,dr400,4.0,-2.0,4,-2,-4,1,160 to 6400,-1/3 to -1,https://fujixweekly.com/2020/09/14/fujifilm-x100v-film-simulation-recipe-kodachrome-1/
2020-09-12,Bright Summer,classic chrome,0,0,0,off,off,strong,off,7100k,-4,-2,dr400,-2.0,-2.0,4,0,-4,-5,160 to 6400,+1 to +2,https://fujixweekly.com/2020/09/12/fujifilm-x100v-film-simulation-recipe-preet/
2020-09-09,Noir,acros+g,0,0,0,off,off,off,off,2500k,9,9,dr200,4.0,1.0,0,-4,-4,0,160 to 6400,-2/3 to +2/3,https://fujixweekly.com/2020/09/09/fujifilm-noir/
2020-08-31,Kodak T-Max 400,monochrome,0,2,0,strong,small,strong,off,daylight,9,-9,dr200,0.0,3.0,0,2,-4,3,160 to 6400,+1/3 to +1,https://fujixweekly.com/2020/08/31/fujifilm-x100v-film-simulation-recipe-kodak-t-max-400/
2020-08-11,Black & White Infrared,acros+r,0,0,0,strong,large,off,off,2750k,-5,9,dr200,4.0,3.0,0,-4,-4,5,160 to 6400,0,https://fujixweekly.com/2020/08/11/fujifilm-x100v-film-simulation-recipe-black-white-infrared/
2020-08-10,Kodak Ektar 100,classic chrome,0,0,0,off,off,strong,weak,6050k,3,0,dr-auto,1.0,-2.0,4,0,-4,3,160 to 6400,0 to +2/3,https://fujixweekly.com/2020/08/10/fujifilm-x100v-film-simulation-recipe-kodak-ektar-100/
2020-08-09,Kodak Ultramax 400,classic chrome,0,0,0,strong,large,weak,weak,auto,1,-5,dr-auto,1.0,1.0,4,0,-4,3,160 to 6400,+1/3 to +1,https://fujixweekly.com/2020/08/09/fujifilm-x100v-film-simulation-recipe-kodak-ultramax-400/
2020-07-27,Fujicolor Superia 800,classic negative,0,0,0,strong,large,strong,weak,daylight,-1,-3,dr400,-1.0,1.0,-1,-1,-4,-4,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2020/07/27/fujifilm-x100v-film-simulation-recipe-fujicolor-superia-800/
2020-07-18,The Rockwell,velvia,0,0,0,weak,small,strong,strong,auto,1,-1,dr200,-1.0,-1.0,4,4,-4,5,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2020/07/18/fujifilm-x100v-film-simulation-recipe-the-rockwell-velvia/
2020-07-08,Bleach Bypass,classic negative,0,0,0,strong,large,weak,off,daylight,-1,1,dr100,2.0,4.0,-4,-1,-4,0,160 to 6400,0 to +2/3,https://fujixweekly.com/2020/07/08/fujifilm-x100v-film-simulation-recipe-bleach-bypass/
2020-06-29,Fujicolor Superia 1600,classic negative,0,0,0,strong,large,strong,strong,daylight,3,1,dr400,0.0,2.0,-3,-1,-4,-4,1600 to 6400,0,https://fujixweekly.com/2020/06/29/fujifilm-x100v-film-simulation-recipe-fujicolor-superia-1600/
2020-06-20,Fujicolor Reala 100,classic negative,0,0,0,weak,small,strong,strong,daylight,0,0,dr400,-1.0,-1.0,0,-2,-4,-3,160 to 6400,0 to +1,https://fujixweekly.com/2020/06/20/fujifilm-x100v-film-simulation-recipe-fujicolor-reala-100/
2020-06-18,Kodak Tri-X 400,acros,0,0,0,strong,large,strong,off,daylight,9,-9,dr200,0.0,3.0,0,1,-4,4,1600 to 12800,+1/3 to +1,https://fujixweekly.com/2020/06/18/fujifilm-x100v-film-simulation-recipe-kodak-tri-x-400/
2020-06-10,Kodak Portra 400,classic chrome,0,0,0,strong,small,strong,weak,daylight,3,-5,dr-auto,-1.0,-2.0,2,-2,-4,2,160 to 6400,+1/3 to +1,https://fujixweekly.com/2020/06/10/fujifilm-x100v-film-simulation-kodak-portra-400/
2020-06-09,Fujicolor Superia 100,classic negative,0,0,0,weak,small,strong,weak,daylight,0,-1,dr-auto,-1.0,-2.0,1,-2,-4,-2,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2020/06/09/fujifilm-x100v-film-simulation-recipe-fujicolor-superia-100/
2020-06-08,Cine Teal,eterna,0,0,0,weak,large,weak,strong,4550k,1,-9,dr200,-2.0,4.0,-1,-2,-4,-5,160 to 6400,0 to +2/3,https://fujixweekly.com/2020/06/08/my-fujifilm-x100v-cine-teal-film-simulation-recipe/
2020-06-01,Classic Negative,classic negative,0,0,0,weak,large,weak,weak,auto,4,-4,dr200,1.0,0.0,3,0,-4,2,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2020/06/01/not-my-fujifilm-x100v-classic-negative-film-simulation-recipe/
2020-05-27,Kodachrome 64,classic chrome,0,0,0,weak,small,strong,weak,daylight,2,-5,dr200,0.0,0.0,2,1,-4,3,160 to 6400,0 to +2/3,https://fujixweekly.com/2020/05/27/my-fujifilm-x100v-kodachrome-64-film-simulation-recipe/
2020-05-11,Kodak Vision3 250D,eterna,0,0,0,strong,small or large,strong,off,fluorescent 1,-3,-1,dr100,3.0,4.0,3,-2,-4,0,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2020/05/11/my-fujifilm-x-t30-kodak-vision3-250d-film-simulation-recipe/
2020-05-10,Kodak Portra 400,classic chrome,0,0,0,strong,small or large,strong,off,daylight,4,-5,dr-auto,-1.0,-1.0,2,-2,-4,0,160 to 6400,+2/3 to +1,https://fujixweekly.com/2020/05/10/my-fujifilm-x-t30-kodak-portra-400-film-simulation-recipe/
2020-04-28,Kodacolor II 126,classic chrome,0,0,0,strong,small or large,strong,off,6300k,6,3,dr200,-1.0,3.0,-4,-4,-4,0,3200 to 6400,0 to +2/3,https://fujixweekly.com/2020/04/28/my-fujifilm-x-t30-kodacolor-ii-126-film-simulation-recipe/
2020-04-24,Ilford Delta Push Process,monochrome,0,0,0,off,off,off,off,auto,0,0,dr400,0.0,3.0,0,-3,-4,0,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2020/04/24/not-my-fujifilm-x-t30-ilford-delta-push-process-film-simulation-recipe/
2020-04-16,Kodak Gold 200,classic chrome,0,0,0,strong,small or large,off,off,daylight,4,-5,dr-auto,-2.0,1.0,3,-2,-4,0,160 to 6400,+2/3 to +1 1/3,https://fujixweekly.com/2020/04/16/my-fujifilm-x-t30-kodak-gold-200-film-simulation-recipe/
2020-04-12,Polaroid II,eterna,0,0,0,strong,small or large,strong,off,shade,4,6,dr100,4.0,4.0,-3,-4,-4,0,160 to 6400,0 to -1,https://fujixweekly.com/2020/04/12/my-fujifilm-x-t30-polaroid-ii-film-simulation-recipe/
2020-04-12,Cyanotype,acros,-9,0,0,strong,small or large,strong,off,auto,0,0,dr400,3.0,3.0,0,-4,-4,0,160 to 12800,+1/3 to +1,https://fujixweekly.com/2020/04/12/my-fujifilm-x-t30-cyanotype-film-simulation-recipe/
2020-04-11,Polaroid,eterna,0,0,0,strong,small or large,off,off,auto,5,-5,dr400,4.0,-2.0,-2,-1,-4,0,160 to 6400,-2/3 to +1,https://fujixweekly.com/2020/04/11/my-fujifilm-x-t30-polaroid-film-simulation-recipe/
2020-04-03,Kodak Porta 160,classic chrome,0,0,0,weak,small or large,off,off,daylight,4,-5,dr-auto,-2.0,-2.0,1,-2,-4,0,160 to 6400,+2/3 to +1 1/3,https://fujixweekly.com/2020/04/03/my-fujifilm-x-t30-kodak-portra-160-film-simulation-recipe/
2020-03-24,Cross Process,classic chrome,0,0,0,weak,small or large,off,off,7700k,-8,-3,dr400,4.0,-1.0,3,1,-4,0,160 to 6400,-1/3 to -2/3,https://fujixweekly.com/2020/03/24/my-fujifilm-x-t30-cross-process-film-simulation-recipe/
2020-03-23,Jeff Davenport Night,pro neg. hi,0,0,0,weak,small or large,strong,off,2650k,-1,4,dr400,1.0,0.0,2,1,-4,0,160 to 6400,0,https://fujixweekly.com/2020/03/23/my-fujifilm-x-t30-jeff-davenport-night-recipe/
2020-03-21,Classic Slide,classic chrome,0,0,0,off,off,off,off,daylight,-2,3,dr400,1.0,2.0,0,1,-4,0,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2020/03/21/my-fujifilm-x-t30-classic-slide-film-simulation-recipe/
2020-03-16,Monochrome Kodachrome,acros+r,0,0,0,strong,small or large,off,off,auto,0,9,dr200,4.0,-2.0,0,1,-4,0,3200 to 12800,-1/3 to +2/3,https://fujixweekly.com/2020/03/16/my-fujifilm-x-t30-monochrome-kodachrome-film-simulation-recipe/
2020-03-08,Analog Color,pro neg. std,0,0,0,off,off,strong,off,daylight,-3,1,dr200,3.0,0.0,-1,1,-4,0,160 to 6400,+2/3 to +1 1/3,https://fujixweekly.com/2020/03/08/my-fujifilm-x-t30-analog-color-film-simulation-recipe/
2020-02-26,Fujicolor Pro 400H Overexposed,provia,0,0,0,off,off,off,off,auto,2,2,dr400,-2.0,4.0,1,1,-4,0,160 to 6400,+1 2/3 to +2 1/3,https://fujixweekly.com/2020/02/26/my-fujifilm-x-t30-fujicolor-pro-400h-overexposed-film-simulation-recipe/
2020-02-11,Dramatic Monochrome,monochrome,0,0,0,off,off,strong,off,auto,0,0,dr200,4.0,4.0,0,3,-4,0,160 to 12800,0 to +2/3,https://fujixweekly.com/2020/02/11/my-fujifilm-x-t30-dramatic-monochrome-film-simulation-recipe/
2019-11-01,Fujichrome Sensia 100,provia,0,0,0,weak,small or large,off,off,fluorescent 2,-1,-3,dr400,0.0,2.0,0,1,-4,0,160 to 6400,0 to +2/3,https://fujixweekly.com/2019/11/01/my-fujifilm-x-t30-provia-film-simulation-recipe-fujichrome-sensia-100/
2019-10-31,Lomography Color 100,velvia,0,0,0,weak,small or large,weak,off,shade,-3,7,dr400,1.0,1.0,-3,1,-4,0,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2019/10/31/my-fujifilm-x-t30-lomography-color-100-film-simulation-setting/
2019-10-26,Color Negative,pro neg. hi,0,0,0,weak,small or large,off,off,fluorescent 1,-2,4,dr-auto,2.0,2.0,-2,1,-4,0,160 to 6400,0 to +2/3,https://fujixweekly.com/2019/10/26/my-fujifilm-x-t30-color-negative-film-simulation-recipe/
2019-09-21,Elite Chrome Color Fade,classic chrome,0,0,0,strong,small or large,strong,off,8300k,4,8,dr200,0.0,2.0,-2,-4,2,0,160 to 6400,0 to -2/3,https://fujixweekly.com/2019/09/21/my-fujifilm-x-t30-kodak-elite-chrome-200-color-fade-film-simulation-recipe/
2019-08-24,Warm Contrast,pro neg. std,0,0,0,off,off,off,off,auto,-2,-4,dr200,1.0,3.0,4,1,-4,0,160 to 6400,+1/3 to +1,https://fujixweekly.com/2019/08/24/not-my-fujifilm-x-t30-warm-contrast-film-simulation-recipe/
2019-08-24,Urban Vintage Chrome,classic chrome,0,0,0,off,off,off,off,4300k,-1,-3,dr200,0.0,2.0,-4,0,-4,0,160 to 3200,+1/3 to +2/3,https://fujixweekly.com/2019/08/24/not-my-fujifilm-x-urban-vintage-chrome-film-simulation-recipe/
2019-08-16,Eterna Low-Contrast,eterna,0,0,0,strong,small or large,strong,off,5900k,-3,3,dr200,-2.0,-1.0,4,-4,-4,0,160 to 6400,+1/3 to +1,https://fujixweekly.com/2019/08/16/my-fujifilm-x-t30-eterna-low-contrast-film-simulation-recipe/
2019-08-02,Kodachrome 64,classic chrome,0,0,0,weak,small or large,weak,off,daylight,2,-5,dr400,1.0,2.0,0,2,-4,0,160 to 6400,+1/3 to +1,https://fujixweekly.com/2019/08/02/my-fujifilm-x-t30-kodachrome-64-film-simulation-recipe/
2019-07-19,Kodacolor,classic chrome,0,0,0,off,off,off,off,6300k,-1,-4,dr400,-1.0,2.0,-2,2,-4,0,160 to 6400,+2/3 to + 1-1/3,https://fujixweekly.com/2019/07/19/my-fujifilm-x-t30-kodacolor-film-simulation-recipe/
2019-06-22,Redscale,astia,0,0,0,strong,small or large,strong,off,10000k,9,0,dr200,1.0,2.0,-2,-2,-4,0,160 to 6400,-1/3 to +1/3,https://fujixweekly.com/2019/06/22/my-fujifilm-x-t30-redscale-film-simulation-recipe/
2019-06-21,Faded Monochrome,acros,0,0,0,strong,small or large,strong,off,auto,0,0,dr100,4.0,4.0,0,2,-4,0,160 to 12800,0,https://fujixweekly.com/2019/06/21/my-fujifilm-x-t30-faded-monochrome-film-simulation-recipe/
2019-06-15,Faded Color,classic chrome,0,0,0,strong,small or large,strong,off,auto,0,0,dr100,3.0,4.0,4,2,-4,0,160 to 12800,"+1/3 to +1 (main exposure), 0 to -2 (second exposure)",https://fujixweekly.com/2019/06/15/my-fujifilm-x-t30-faded-color-film-simulation-recipe/
2019-06-13,Fujicolor 100 Industrial,pro neg. std,0,0,0,weak,small or large,weak,off,3200k,8,-8,dr400,1.0,2.0,1,2,-4,0,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2019/06/13/my-fujifilm-x-t30-fujicolor-100-industrial-film-simulation-recipe/
2019-06-06,Expired Eterna,eterna,0,0,0,strong,small or large,weak,off,auto,5,5,dr100,4.0,4.0,4,-2,-4,0,160 to 6400,-1/3 to +1/3,https://fujixweekly.com/2019/06/06/my-fujifilm-x-t30-expired-eterna-film-simulation-recipe/
2019-05-29,Ilford HP5 Push Process,acros,0,0,0,strong,small or large,strong,off,auto,0,0,dr-auto,3.0,4.0,0,-2,-4,0,25600 to 51200,+1/3,https://fujixweekly.com/2019/05/29/my-fujifilm-x-t30-ilford-hp5-plus-400-push-process-film-simulation-recipe/
2019-04-25,Velvia,velvia,0,0,0,weak,small or large,strong,off,auto,1,-1,dr-auto,0.0,1.0,3,2,-4,0,160 to 6400,+1/3 to +2/3,https://fujixweekly.com/2019/04/25/my-fujifilm-x-t30-velvia-film-simulation-recipe/
2019-04-18,Agfa APX 400,acros,1,0,0,weak,small or large,strong,off,auto,0,0,dr400,-2.0,4.0,0,4,-4,0,160 to 12800,+2/3 to +1-1/3,https://fujixweekly.com/2019/04/18/my-fujifilm-x-t30-acros-film-simulation-recipe-agfa-apx-400/
2019-04-12,Eterna,eterna,0,0,0,strong,small or large,weak,off,auto,5,-6,dr100,4.0,4.0,4,2,-4,0,160 to 6400,0,https://fujixweekly.com/2019/04/12/my-fujifilm-x-t30-eterna-film-simulation-recipe/
